sku	name	original_codes	description	applications	image_url
RV0206.0009	CHICOTE PEDAL MONOTROL/REVERSO H40-70FT	HY 2072782 / YA 580054683 / HYSTER (B977) 4634485	CHICOTE PEDAL MONOTROL/REVERSO H40-70FT. Aplicado em GLP/GDP 40/70VX // HYSTER (H40FT) - (H50FT) - (H55FT) - (H60FT) - (H70FT) Srie (B977) / HYSTER (H80FT) - (H90FT) - (H100FT) - (H110FT) - (H120FT) Srie (N005). Responsvel por conectar sistemas eltricos e garantir o funcionamento seguro de empilhadeiras e veculos industriais.	GLP/GDP 40/70VX // HYSTER (H40FT) - (H50FT) - (H55FT) - (H60FT) - (H70FT) Série (B977) / HYSTER (H80FT) - (H90FT) - (H100FT) - (H110FT) - (H120FT) Série (N005)	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738123/rv02060009_agvzh2.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738128/rv02060009n1_aajpbu.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738128/rv02060009n3_ufmui4.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738128/rv02060009n2_qqzamh.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738129/rv02060009n4_fyhved.jpg"""
RV0206.0013	CHICOTE ELTRICO DO TIMO - STILL ERX/KMSX	ST 2315506	CHICOTE ELTRICO DO TIMO - STILL ERX/KMSX. Aplicado em ERX/KMSX. Responsvel por conectar sistemas eltricos e garantir o funcionamento seguro de empilhadeiras e veculos industriais.	ERX/KMSX	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738129/rv02060013_avwuqh.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738136/rv02060013n1_mopfqn.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738136/rv02060013n2_u9yyud.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738137/rv02060013n3_q7gput.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738138/rv02060013n4_xdooi5.jpg"""
RV0206.0014	CHICOTE ELTRICO DO TIMO STILL EGU	ST 4479352	CHICOTE ELTRICO DO TIMO STILL EGU. Aplicado em EGU. Responsvel por conectar sistemas eltricos e garantir o funcionamento seguro de empilhadeiras e veculos industriais.	EGU	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738438/rv02060014_vb3d6y.png"""
RV0206.0021	CHICOTE ELTRICO DO TIMO - STILL EGV	ST 4475805	CHICOTE ELTRICO DO TIMO - STILL EGV. Aplicado em EGV. Responsvel por conectar sistemas eltricos e garantir o funcionamento seguro de empilhadeiras e veculos industriais.	EGV	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738143/rv02060021_onahii.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738144/rv02060021n1_yabaio.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738144/rv02060021n2_njpa9w.jpg"""
RV0206.0022	CHICOTE ELTRICO DO TIMO - CROWN PE4500	CR 133453	CHICOTE ELTRICO DO TIMO - CROWN PE4500. Aplicado em PE4500. Responsvel por conectar sistemas eltricos e garantir o funcionamento seguro de empilhadeiras e veculos industriais.	PE4500	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738144/rv02060022_uxphlj.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738145/rv02060022n1_feikjs.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738151/rv02060022n2_mbdj4g.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738151/rv02060022n3_di23vi.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738155/rv02060022n4_lpoe7c.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738155/rv02060022n5_qjafly.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738155/rv02060022n6_g0d3uu.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738155/rv02060022n7_ctwyq2.jpg"""
RV0206.0035	CHICOTE PEDAL MONOTROL/REVERSO H40-60XT / YALE 50MX / HYSTER H50CT	HY 2080783	CHICOTE PEDAL MONOTROL/REVERSO H40-60XT / YALE 50MX / HYSTER H50CT. Aplicado em HYSTER (H50XT) - (H1.8TX). Responsvel por conectar sistemas eltricos e garantir o funcionamento seguro de empilhadeiras e veculos industriais.	HYSTER (H50XT) - (H1.8TX)	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738160/rv02060035n1_vwqmbm.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738160/rv02060035n2_xxdcvu.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738159/rv02060035_x1rdkl.jpg"""
RV0409.1065	ALÇA DE CONECTOR DE BATERIA SB175/350A		ALÇA DE CONECTOR DE BATERIA SB175/350A. Aplicado em diversas máquinas e modelos. Conectores de alta resistência para sistemas elétricos, garantindo conexões seguras e eficientes em empilhadeiras e equipamentos industriais.	Universal	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739351/rv04091065_icgxfz.png"""
RV0207.9065	ALÇA DE CONECTOR DE BATERIA SB175/350A		ALÇA DE CONECTOR DE BATERIA SB175/350A. Aplicado em diversas máquinas e modelos. Conectores de alta resistência para sistemas elétricos, garantindo conexões seguras e eficientes em empilhadeiras e equipamentos industriais.	Universal	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738382/rv02079065_nndz1p.jpg"""
RV0409.1069	ALÇA DE CONECTOR DE BATERIA REMA 160A/320A (MACHO E FÊMEA) *original		ALÇA DE CONECTOR DE BATERIA REMA 160A/320A (MACHO E FÊMEA) *original. Aplicado em diversas máquinas e modelos. Conectores de alta resistência para sistemas elétricos, garantindo conexões seguras e eficientes em empilhadeiras e equipamentos industriais.	Universal	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739356/rv04091069_vdkrze.png"""
RV0409.1000	CONECTOR BATERIA TIPO REMA 160A FEMEA		CONECTOR BATERIA TIPO REMA 160A FEMEA. Aplicado em diversas máquinas e modelos. Conectores de alta resistência para sistemas elétricos, garantindo conexões seguras e eficientes em empilhadeiras e equipamentos industriais.	Universal	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739341/rv04091000_edlrmj.png"""
RV0409.1001	CONECTOR BATERIA TIPO REMA 160A MACHO		CONECTOR BATERIA TIPO REMA 160A MACHO. Aplicado em diversas máquinas e modelos. Conectores de alta resistência para sistemas elétricos, garantindo conexões seguras e eficientes em empilhadeiras e equipamentos industriais.	Universal	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739340/rv04091001_oowgwt.png"""
RV0409.1002	CONECTOR BATERIA TIPO REMA 320A FEMEA		CONECTOR BATERIA TIPO REMA 320A FEMEA. Aplicado em diversas máquinas e modelos. Conectores de alta resistência para sistemas elétricos, garantindo conexões seguras e eficientes em empilhadeiras e equipamentos industriais.	Universal	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739340/rv04091002_uxhqxx.png"""
RV0409.1003	CONECTOR BATERIA TIPO REMA 320A MACHO		CONECTOR BATERIA TIPO REMA 320A MACHO. Aplicado em diversas máquinas e modelos. Conectores de alta resistência para sistemas elétricos, garantindo conexões seguras e eficientes em empilhadeiras e equipamentos industriais.	Universal	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739340/rv04091003_hhaobv.png"""
RV0409.1004	CONECTOR BATERIA TIPO REMA 80A FEMEA		CONECTOR BATERIA TIPO REMA 80A FEMEA. Aplicado em diversas máquinas e modelos. Conectores de alta resistência para sistemas elétricos, garantindo conexões seguras e eficientes em empilhadeiras e equipamentos industriais.	Universal	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739485/rv04091004_desfyg.png"""
RV0409.1005	CONECTOR BATERIA TIPO REMA 80A MACHO		CONECTOR BATERIA TIPO REMA 80A MACHO. Aplicado em diversas máquinas e modelos. Conectores de alta resistência para sistemas elétricos, garantindo conexões seguras e eficientes em empilhadeiras e equipamentos industriais.	Universal	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739347/rv04091005_sxyrpn.png"""
RV0409.1015	CONECTOR DE BATERIA SB50A		CONECTOR DE BATERIA SB50A. Aplicado em diversas máquinas e modelos. Conectores de alta resistência para sistemas elétricos, garantindo conexões seguras e eficientes em empilhadeiras e equipamentos industriais.	Universal	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739347/rv04091015_gfh8yd.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739352/rv04091015n1_jbwhgm.png"""
RV0409.1896	CONECTOR DE BATERIA SB175A		CONECTOR DE BATERIA SB175A. Aplicado em diversas máquinas e modelos. Conectores de alta resistência para sistemas elétricos, garantindo conexões seguras e eficientes em empilhadeiras e equipamentos industriais.	Universal	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739352/rv04091896_kp0qhj.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739352/rv04091896n1_sldshr.png"""
RV0409.1897	CONECTOR DE BATERIA SB350A		CONECTOR DE BATERIA SB350A. Aplicado em diversas máquinas e modelos. Conectores de alta resistência para sistemas elétricos, garantindo conexões seguras e eficientes em empilhadeiras e equipamentos industriais.	Universal	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739356/rv04091897_vs7zaz.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739492/rv04091897n1_nfnk0t.png"""
RV0409.1064	TERMINAL PARA CONECTOR 175A		TERMINAL PARA CONECTOR 175A. Aplicado em diversas máquinas e modelos. Conectores de alta resistência para sistemas elétricos, garantindo conexões seguras e eficientes em empilhadeiras e equipamentos industriais.	Universal	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739347/rv04091064_utjwjg.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739348/rv04091064n1_dupinh.jpg"""
RV0409.3049	CONTATOR ALBRIGHT SW80-4 - 24V	SW80-4	CONTATOR ALBRIGHT SW80-4 - 24V. Aplicado em Aplicação: Universal. Projetado para controle de circuitos elétricos, oferecendo segurança e eficiência em empilhadeiras e equipamentos industriais.	Aplicação: Universal	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739369/rv04093049_j9svkc.png"""
RV0409.3050	CONTATOR ALBRIGHT SW 80-156 - 48V	SW80-156	CONTATOR ALBRIGHT SW 80-156 - 48V. Aplicado em Aplicação: Universal. Projetado para controle de circuitos elétricos, oferecendo segurança e eficiência em empilhadeiras e equipamentos industriais.	Aplicação: Universal	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739376/rv04093050_gtnq55.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739369/rv04093050n1_nskvke.png"""
RV0409.3025	CONTATOR ALBRIGHT DC 182-7 48V	DC182-7	CONTATOR ALBRIGHT DC 182-7 48V. Aplicado em Aplicação: Universal. Projetado para controle de circuitos elétricos, oferecendo segurança e eficiência em empilhadeiras e equipamentos industriais.	Aplicação: Universal	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739364/rv04093025_oupcrr.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739369/rv04093025n1_kbdvyj.png"""
RV0409.3051	CONTATOR ALBRIGHT DC 182-427 - 24V	DC182-427	CONTATOR ALBRIGHT DC 182-427 - 24V. Aplicado em Aplicação: Universal. Projetado para controle de circuitos elétricos, oferecendo segurança e eficiência em empilhadeiras e equipamentos industriais.	Aplicação: Universal	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739370/rv04093051_eqpoql.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739370/rv04093051n1_eqxqgp.png"""
RV0409.3052	CONTATOR ALBRIGHT DC 88-4 - 24V	DC88-4	CONTATOR ALBRIGHT DC 88-4 - 24V. Aplicado em Aplicação: Universal. Projetado para controle de circuitos elétricos, oferecendo segurança e eficiência em empilhadeiras e equipamentos industriais.	Aplicação: Universal	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739383/rv04093052_gonvep.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739376/rv04093052n1_qsaxfl.png"""
RV0409.3053	CONTATOR ALBRIGHT SW 180-4 - 24V	SW180-4	CONTATOR ALBRIGHT SW 180-4 - 24V. Aplicado em Aplicação: Universal. Projetado para controle de circuitos elétricos, oferecendo segurança e eficiência em empilhadeiras e equipamentos industriais.	Aplicação: Universal	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739377/rv04093053_qashtq.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739381/rv04093053n1_qkfbya.png"""
RV0409.3054	CONTATOR ALBRIGHT SW 180-108 - 48V	SW180-108	CONTATOR ALBRIGHT SW 180-108 - 48V. Aplicado em Aplicação: Universal. Projetado para controle de circuitos elétricos, oferecendo segurança e eficiência em empilhadeiras e equipamentos industriais.	Aplicação: Universal	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739381/rv04093054_hr9y1a.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739381/rv04093054n1_f4rlk7.png"""
RV0409.3055	CONTATOR ALBRIGHT SW 200-1 - 48V	SW200-1	CONTATOR ALBRIGHT SW 200-1 - 48V. Aplicado em Aplicação: Universal. Projetado para controle de circuitos elétricos, oferecendo segurança e eficiência em empilhadeiras e equipamentos industriais.	Aplicação: Universal	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739387/rv04093055_v8rfj5.png"""
RV0409.3056	CONTATOR ALBRIGHT SW 200-4 - 30V	SW200-4	CONTATOR ALBRIGHT SW 200-4 - 30V. Aplicado em Aplicação: Universal. Projetado para controle de circuitos elétricos, oferecendo segurança e eficiência em empilhadeiras e equipamentos industriais.	Aplicação: Universal	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739382/rv04093056_zaysvi.png"""
RV0409.3059	CONTATOR ALBRIGHT SW 200-327 - 24V	SW200-327	CONTATOR ALBRIGHT SW 200-327 - 24V. Aplicado em Aplicação: Universal. Projetado para controle de circuitos elétricos, oferecendo segurança e eficiência em empilhadeiras e equipamentos industriais.	Aplicação: Universal	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739387/rv04093059_npkbsn.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739388/rv04093059n1_ck6vpj.jpg"""
RV0409.3410	CONTATOR ALBRIGHT SU 280-B - 48V	SU280	CONTATOR ALBRIGHT SU 280-B - 48V. Aplicado em Aplicação: Universal. Projetado para controle de circuitos elétricos, oferecendo segurança e eficiência em empilhadeiras e equipamentos industriais.	Aplicação: Universal	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739418/rv04093410_ljqnd1.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739423/rv04093410n2_dqox37.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739418/rv04093410n1_s1hijj.jpg"""
RV0409.3178	CONTATOR ALBRIGHT SW60-8 - 48V	SW60-8	CONTATOR ALBRIGHT SW60-8 - 48V. Aplicado em Aplicação: Universal. Projetado para controle de circuitos elétricos, oferecendo segurança e eficiência em empilhadeiras e equipamentos industriais.	Aplicação: Universal	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739406/rv04093178_uc2lcy.jpg,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739407/rv04093178n1_cfm1hf.jpg"""
RV0409.9019	CONTATOR ALBRIGHT SW 60-115 - 24V	SW60-115	CONTATOR ALBRIGHT SW 60-115 - 24V. Aplicado em Aplicação: Universal. Projetado para controle de circuitos elétricos, oferecendo segurança e eficiência em empilhadeiras e equipamentos industriais.	Aplicação: Universal	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739443/rv04099019_ooqhpo.jpg"""
RV0409.9020	CONTATOR ALBRIGHT SU 60-2010 - 24	SU60-2010	CONTATOR ALBRIGHT SU 60-2010 - 24. Aplicado em Aplicação: Universal. Projetado para controle de circuitos elétricos, oferecendo segurança e eficiência em empilhadeiras e equipamentos industriais.	Aplicação: Universal	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739446/rv04099020n1_ossdx1.png,https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739465/rv04099020_fasrsw.png"""
RV0414.1001	CORREIA DENTADA 110 DENTES	2028852 / 901577816	CORREIA DENTADA 110 DENTES. Aplicado em HYSTER H50FT / H55FT / H60FT / H60XM - YALE GLP060VX / GLP070VX / GLP50VX / GTP060RL. Essencial para o funcionamento de motores e sistemas auxiliares, garantindo desempenho e durabilidade em empilhadeiras e veículos industriais.	HYSTER H50FT / H55FT / H60FT / H60XM - YALE GLP060VX / GLP070VX / GLP50VX / GTP060RL	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739475/rv04141001_qr9fiq.jpg"""
RV0414.1002	CORREIA DENTADA 109 DENTES - MOTOR MAZDA 2.0L	1361733 / 901294829	CORREIA DENTADA 109 DENTES - MOTOR MAZDA 2.0L. Aplicado em H40-60XM / D177 / H50XM / H55XM - YALE GLP050RL / GLP055RL / GP25RE / GP25RH. Essencial para o funcionamento de motores e sistemas auxiliares, garantindo desempenho e durabilidade em empilhadeiras e veículos industriais.	H40-60XM / D177 / H50XM / H55XM - YALE GLP050RL / GLP055RL / GP25RE / GP25RH	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739481/rv04141002_acisdg.jpg"""
RV0414.2104	CORREIA DO ALTERNADOR 10X990 4G63/ 4G64 (DENTADA)	920231	CORREIA DO ALTERNADOR 10X990 4G63/ 4G64 (DENTADA). Aplicado em CLARK C25L / CMP25L CQ25. Essencial para o funcionamento de motores e sistemas auxiliares, garantindo desempenho e durabilidade em empilhadeiras e veículos industriais.	CLARK C25L / CMP25L CQ25	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739504/rv04142104_e8khax.jpg"""
RV0212.1017	CORREIA HELICE 4G64	925360	CORREIA HELICE 4G64. Aplicado em CMP25 / T12. Essencial para o funcionamento de motores e sistemas auxiliares, garantindo desempenho e durabilidade em empilhadeiras e veículos industriais.	CMP25 / T12	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747738176/rv02121017_s9idv5.jpg"""
RV0414.1009	CORREIA DO CONTRA BALANÇO - MITSUBISHI 4G64	918712 / 582041675 / MD182295 / 4112331 / 2317896	CORREIA DO CONTRA BALANÇO - MITSUBISHI 4G64. Aplicado em CLARK CGP / CMP / C25 E STIL CLX25 / CLARK C25L / C30L / CGP25L / CGP30L / CMP25L / CMP30L / CQ25 - MITSUBISHI FG25K / Hyster motor PSI 2.4 - 65 Dentes. Essencial para o funcionamento de motores e sistemas auxiliares, garantindo desempenho e durabilidade em empilhadeiras e veículos industriais.	CLARK CGP / CMP / C25 E STIL CLX25 / CLARK C25L / C30L / CGP25L / CGP30L / CMP25L / CMP30L / CQ25 - MITSUBISHI FG25K / Hyster motor PSI 2.4 - 65 Dentes	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739475/rv04141009_sjlyzr.jpg"""
RV0414.1010	CORREIA DENTADA 123 DENTES - MITSUBISHI 4G64	918706 / 2317897 / MD154243 / 800071445 / 5910387281 / 3103804	CORREIA DENTADA 123 DENTES - MITSUBISHI 4G64. Aplicado em CLARK CMP25 / CGP25 / C25 E STILL CLX25. Essencial para o funcionamento de motores e sistemas auxiliares, garantindo desempenho e durabilidade em empilhadeiras e veículos industriais.	CLARK CMP25 / CGP25 / C25 E STILL CLX25	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739475/rv04141010_xvff3q.png"""
RV0414.1008	CORREIA DA HELICE DO MOTOR 13X1200 - TOYOTA 4Y - (LISA)	90916-02975-71 / 9001A-96003	CORREIA DA HELICE DO MOTOR 13X1200 - TOYOTA 4Y - (LISA). Aplicado em TOYOTA 8FG25. Essencial para o funcionamento de motores e sistemas auxiliares, garantindo desempenho e durabilidade em empilhadeiras e veículos industriais.	TOYOTA 8FG25	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739471/rv04141008_d493ff.jpg"""
RV0414.1011	CORREIA DENTADA 122 DENTES - MITSUBISHI 4G63	920294 / MD140227	CORREIA DENTADA 122 DENTES - MITSUBISHI 4G63. Aplicado em Maquinas com motor 4g63. Essencial para o funcionamento de motores e sistemas auxiliares, garantindo desempenho e durabilidade em empilhadeiras e veículos industriais.	Maquinas com motor 4g63	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739475/rv04141011_qvzutx.jpg"""
RV0414.1014	CORREIA DE COMANDO MOTOR MAZDA FE 2.0L (Z108) HYSTER/YALE 1553762 (DENTADA) H50CT	1553762 / 580046902	CORREIA DE COMANDO MOTOR MAZDA FE 2.0L (Z108) HYSTER/YALE 1553762 (DENTADA) H50CT. Aplicado em HYSTER H50CT / H1.8TX. Essencial para o funcionamento de motores e sistemas auxiliares, garantindo desempenho e durabilidade em empilhadeiras e veículos industriais.	HYSTER H50CT / H1.8TX	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739480/rv04141014_otm6sp.png"""
RV0414.1020	CORREIA DO ALTERNADOR PSI2,4L	4104447 / 582040767 / 33001315	CORREIA DO ALTERNADOR PSI2,4L. Aplicado em HYSTER (H50XT) / YALE (GP050MX). Essencial para o funcionamento de motores e sistemas auxiliares, garantindo desempenho e durabilidade em empilhadeiras e veículos industriais.	HYSTER (H50XT) / YALE (GP050MX)	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739480/rv04141020_ybukax.png"""
RV0414.1021	CORREIA DA HÉLICE PSI2,4L HYSTER	4137674	CORREIA DA HÉLICE PSI2,4L HYSTER. Aplicado em H50XT. Essencial para o funcionamento de motores e sistemas auxiliares, garantindo desempenho e durabilidade em empilhadeiras e veículos industriais.	H50XT	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739480/rv04141021_s5jmra.png"""
RV0414.1085	CORREIA DE COMANDO MOTOR PSI2,4 (Z124) HYSTER	4112128 / 582041647	CORREIA DE COMANDO MOTOR PSI2,4 (Z124) HYSTER. Aplicado em HYSTER (H40XT) - (H50XT) - (H60XT) / YALE (GP040MX) - (GP050MX) - (GP060MX). Essencial para o funcionamento de motores e sistemas auxiliares, garantindo desempenho e durabilidade em empilhadeiras e veículos industriais.	HYSTER (H40XT) - (H50XT) - (H60XT) / YALE (GP040MX) - (GP050MX) - (GP060MX)	"""https://res.cloudinary.com/dkdo84xhb/image/upload/v1747739486/rv04141085_zxcpa9.jpg"""
